  دەم
  گەڕاندنەوەی شت بۆ خاوەنەکەی
  گەرەنتی
  گەیاندن
  رۆخ
  چیا
  گێڕ
  گرفت
  تێکەڵه
  کۆمەڵ
  ئاراستە کردن
  کارلێک کردن
  سەهۆڵ بەستن
  تیژ
  چاڵ هەڵکەندن
  ڕزگارکردن
  تیرهاویشتن
  وێنە
  دیو
  کرێ
  بێزارکەر
  ئاکام
  زەماوەندکردن
  بەرزکردنەوە
  چارەسەر
  خافڵاندن
  تێگەیشتن
  شەپڤە
  زەمین
  کلیل
  پێداگرتن
  فه‌رمانڕه‌وایی کردن
  قەدی گیا
  چاوە
  سڕکەر
  ئەتەم
  گرتنەوە
  وڵات
  زیرەکی
  سەرنج
  بوونەکۆسپ
  نواندن
  ڕۆژ
  پیشاندان
  پاراستن
  نواندن
  نیگارکێشانەوە
  پەسەند دەکات
  پەرە پێدان
  شایەن
  ڕاگرتن
  هەڵسوکەوت کردن دەگەڵ
  با
  تەرخان کردن
  کابینە
  چڵ
  ناوازەیی
  هاودڵی
  بەسەرهات
  پێچەوانە
  ژماردن
  شپڕژەکردن
  شین کردن
  تووند
  تیرە
  ڕکابەری کردن
  سامناک
  منداڵ
  بەند
  ناڕەزایی دەربڕین
  خستنەڕوو
  داواکردن
  پێشنیارکردن
  پشوودان
  واز لێهێنان
  نیشتەجێبوون
  بەشداری کردن
  پەڕینەوە
  ئاوەڕۆ
  هەک
  وەسەرکەوتن
  چرپە
  شووشە
  چاودێری کردن
  سەراو
  جێگیر کردن
  ئەشکەنجەدان
  تەووژم
  ڕۆتین
  شیاو
  سەختی
  بێزارکردن
  ئاسودەیی
  رێکوپێکی
  تەم
  زۆر
  دەستە
  ئاگادار
  هەراوهوریاکردن
  خشان
  دڵشکاندن
  بەرد
  پشکنین
  پەشۆکاوی
  نەخشە کێشان
  توانین
  ڕێژە
  رێ بڕین
  هاونشینی
  دەستگیرکردن
  چاککردن
  ڕاڤە کردن
  چاکسازی
  دان پێدانان
  دەستە
  لێخوڕین
  تۆڕ
  پێشینه
  درێژە پێدان
  نەهێشتن
  پەناگا
  گرتن
  تەن
  پێوەنددان
  ڕست
  ئازارکێشان
  کشانی ئەستێرە
  لەپشتەوە
  شۆڕش
  بۆمبا
  هێنانەبەرچاو
ڕۆیشتن
  ڕەسەن
  پێشەکی
  خنکاندن
  دامەزراندن
  جووڵە
  کونکردن
  ڕاستاندن
  ڕاکێشان
  خەنجەرلێدان
  پێزانین
  پەیوەندی
  فرمان
  جاڤا
  پەرلەمان
  نه‌وه‌
  بەهار
  ئاشکراکردن
  سکپڕی
  لافاو
  هەڵاوێردی
  هێمادانەر
  دروست کردن
  هەڵکردن
  بڵاوکراوە
  بەرزکردنەوە
  دڵڕەق
  هەڵپەسارتن
  ئاشتی
  کوشتن
  هێمن
  ئاماژەبۆکردن
  خێراڕۆیشتن
  فێدراسیۆن
  ڕزگارکردن
  لابردن
  سەرێتی
  پێویستبوون
  بەرەڵا
  گۆڕین
  هورگ
  لەت
  سامان
  ‌هەوری گەورەی گڤکراو
  مامناوەند
  پڕکردنەوە
  گرتنەوە
  پاراستن
  نەمر
  سام
  قەرزداربوون
  لەدایکبوون
  سۆزیاری
  ڕازیکردن
  هاوئاهەنگی
  گەڵاڵه
  پلان
  دراوی ئینگلیزی
  داماویەتی
  کاتی نیوەڕۆ
  وێنە
  چاوجوڵاندن
  ریزکردن
  مەبەست
  ڕۆڵ بینین
  کۆد
  داخستن
  مانا
  دەڤەر
  چێشتخانه
  گواستنەوە
  بزری
  ئاماڵ
  نزیکایەتی
  ژمارەی کەرت
  کۆتایی
  پایتەخت
  جووت
  سات
  مەجاز
  خاوەنیەتی
  ناچارکردن
  تێداچوون
  کردەوه
  جێگەی مانەوه
  چوونەناو
  ئوتۆمبیل
  شیوەن کردن
  لەبەرکردن
  داهێنان
  سەرنجدان
  پاڵپشتی کەر
  پاڵپشت
  توڵە
  هاتن
  زۆنگاو
  زۆربوون
  زیپ بە جۆرە پەڕگەیەک دەوترێ کە پەڕگە و زانیاری تری تێدا گوشراوەو کۆ کراوەتەوە
  مانەوه
  دڕندە
  خره‌ی زه‌وی
  توانی دووەم
  شلە
  نهێم
  هاندان
  تاووتوێکردن
  وتووێژ
  بەڵێن
  گرەو
  دراو
  وادادەنێ
  وەرزش
  بڕین
  نووسە
  گرد
  بەتەمەنتر
  بەردەوامبوون
  توانا
  خاڵی چارەنووس ساز
  دادەخستن
  نەشتەرگەری
  کۆرپە
  بەرگ(بەرگی کتێب و ڕۆژنامە)
  براده‌رێتی
  دەرچوون
  بیبیلەی چاو
  ‌‌قەبووڵی
  ئێسک
  گشتی
  فیوز
  دۆزینەوە
  وەلانان
  خواردنەوە
  ڕووەک
  لەپی دەست
  ڕێ
  پەرژین
  زەرەرلێدان
  سکاڵا
  واڵه
  بەڵگه
  قورس
ئەو بەشەی حکوومەت کە بڕیارێک جێبەجێ دەکا
  بردنەوە
  جومگەی دەست
  پشتپێبەستن
  وایەر
  کون
  دیسک
  زیرەکی
  داخوران
  پێشێلکاری
  رەوشت
  پیاهەڵدان
  پێڕەو
  جزدان
  ئازاردان
  دەوڵەمەندی
  زۆری لەقەبارە
  چه‌نه‌دان
  سكاڵا
  ئیدیۆم
  کەس
  برین
  جیاکاری
  تەگەرەی تێدەخات
  ڕێکەوتن
  گوفتار
  خاڵ
  پاشەکەوتکردن
  پاشەکەوتکردن
  ڕوون کردنەوە
  دەستبەجێ
  خزم
  ڕەوشت
  ڕیشەیی
  پرشنگدانەو
  رێدان
  ئەزموون
  وەفاداری
  کون دەكات
  داهات
  دابینی
  بەدەست هێنان
  باسک
  نیگارکێشان
  ئاماده بوون له دادگا
  كۆشك
  کاڵبوونه‌وه‌
  گەردوون
  هەست
  تێرکردن
  سەرگەرم
  بانگ
  کرێ
  ئاوەدانکردنەوە
  کۆمپانیا
  بڕیاردان
  گرتنەوە
  بیرکردنەوە
  نیگەران
  دانیشتووان
  ئەرک
  چڵک
  بڵاوکردنەوە
  سازکردن
  هاوپەیمانی
  وتن
  حاڵ
  چوونەژوور
  هاوپێچ کردن
  سوود
  دەشت
  سڕینەوە
  ئاپوورە
  ڕق لێبوون
  خافڵگیربوون
  ژمێرکاری‌
  ڕەوت
  کەتیره
  چرچ و لۆچ بوون
  پێشەنگ بوون
  هەبوون
  چاودێر
  سپاس کردن
  چارەنووساز
  چەرخ
  گوێ گران
  دی
  کار
  جووڵەکردن
  ناقایلی
  بێژه‌نگی ئاسنین
  پەستان
  ئاگر
  فێربوون
  بەریەککەوتن
  مایەپووچی
  کات بەسەرچوون
  بۆچوون
  هێز
  ورد پشکنین
  كاژێر
  تیتک
  واژۆ کردن
  هاوپیشە
  گێڕانەوە
  ئەسپین
  هەست دەکات
  به‌ستن
  کارمەند
  دان
  مەشقکردن
  مەشقکردن
  دراو
  گوێرەکە
  خزم
  مه‌زنکردن
  پۆست
  متمانەی پێدانی قەرز
  تێکدان
  دانان
  سایی
  سککه
  گولەبەن
  کۆبونەوە
  کتومت
  چێژوەرگرتن
  دیاری
  بەرچاو
  نموونەی چاپخانه
  پەسەندکردن
  هێرش
  تێوەگڵان
  دێپارتمان
  پارچە
  بەرگریکردن
  گەورەکردن
  بەڕێوەبردن
  پێشبڕکێ
  بەدواگەڕان
  هەستاو
  بەرزکردنەوە
  بەرهەمهێنان
  ڕۆشتن
  کەشتیوانی
  ئایدیۆلۆژی
  گەمژەی
  چەق
  چەق
  خاو
  ونبوون
  پەمەیی
  هاوار
  نهۆم
  سەرمایەکان
  لێدوان
  باخ
  ئامانج
  بکەر
  خاڵی سەرەکی
  گێڕانەوەی پارە لە لایەن فرۆشیارەوە بۆ کڕیار
  باج
  داهاتوو
  سەیرانگا
  ژماردن
  ئاکام
  مەی:شەراب
  هەساره
  برین
  کار
  خواست
  چاونژێری
  پێوانه‌
  کەناڵ
  ئاهەنگ گێڕان
  جەژن
  ئۆتۆمبیل
  پێشنیارکردن
  سەرنجدان
  ئەنجام
  بەدیهێنانیەتیی
  کۆسپ
  ئازاربڕ
  خاکەلێوە
  سەرمایەی هەرمانی(هەمیشەیی)
  کۆنفێدراسیۆن
  تێکەڵکردن
  یەکێتی
  یەکخستن
  هاوکار
  بیرەوەری
  پەیکەر
  وەڵامدانەوە
  روومەتی ئاسمانی
  نموونە
  پاک کردنەوە
  بزواندن
  قسەکردن
  دره‌وشانه‌وه‌
  و‌شیاری
  گچکەکەلتوور
  دەستەواژه
  وشه
  دووبارەکردنەوە
  ڕاگەیاندن
  قەرزدان
  ساویلکه‌
  کشانەوە
  ماوە
  بانجیله
  هەڵبژاردن
  هاویشتن
  فڕێ دان
  هۆزانوان
  دەست نیشانکردن
  هەڵبژاردە
  بزوێنەر
  ئیلهام بەخش
  ناوچه
  ناوچە
  گەنج
  زەوی
  مەتێریاڵ
  هێز
  زۆرلێکردن
  لێ دان
  دروستکردن
  بالغ
  بیر
  بیرۆکه
  یارمەتیدەر
  لاسایی کردنەوە
  دۆستایەتی
  هاوردن
  گونجانی کیمیای
  نزیک هاتن یان کردن
  دەمەتەقێ
  کەتێگۆری
  بیرهاتنەوە
  بێ وازی
  دوژمنایەتی
  دووژمن
  شوورەیی
  پەیژه
  هەژاری
  پەرە‌ستار
  ستراتیژی
  مەبەست
  وتار
  مۆدێل
  پەردەلەسەرلابردن
  پێشکەشکردن
  سەرپەڕە
  پانتایی
  مەودا
  زۆر سەیر
  کەلوپەڵ
  لەکارخستن
  خستنە ئەستۆ
  ناوبەر
  قەبارە
  دەست نەدان
  پلانی گەشت
  خانە
  بەبەزەیی
  خەڵک
  شانشین
  تاق
  هێرش
  تۆماری رووداوەکان بەپێی ریزی مێژووی
  هەڵفڕین
  باو
  بزوێنەر
  گه‌وره‌یی
  ڕازی بوون
  چالاکی
  کۆما
  بست
  ماندوو
  واتایی
  ماڵ
  خانوو
  پێچانەوە
  سرنجی خەڵک بەلایخۆدا ڕاکێشان
  لەم ڕۆژەدا
  لەبەرکردن
  ماندووکردن
  نیشتەمەنی
  پێداچوونەوە
  دانان
  سوکایەتی
  دارستان
  مانگرتن
  بەخشین
  بێبەشکردن
  کەمبوونەوە
  وتار
  زمان گرتن
  لاری
  گوند
  ناردن
  کۆگا
  هەرزەکار
  یاری
  لیست
  پێشنیاری یاسا
  ئەرک
  جادوو
  سەوزە خۆر
  رۆح
  هەراوهوریا
  گۆڕەپانی ململانێ
  وەراری
  بوون
  بێ‌دەربەست
  بیستن
  شەتڵگەی شوشە
  وتن
  ناردن
  سایلۆ
  ژان
  دانوستان
  باو
  کێشه
  کێش
  گان
  ڕاهێنەر
  تاوێر
  کوتراویی
  قازانج
  دەسکەوت
  پێستی زەی
  بۆشایی
  ئامراز
  کرێم
  پارچە
  بڕەر
  تاوانی گەوره
  جووت
  چیرۆکی هێمایی
  هەموو
  پۆل
  لیژنە
  بەشگە
  بەجێ دەهێڵێ
  ڕۆیشتن
  لوتکە
  بڕ
  ترس
  سووچ
  وەستان
  پێسۆل
  ئەتەم :شانه
  چیڕۆک
  هەڵس وکەوت
  گەلەستێره
  گۆ‌شه
  شەبەق
  کارتێکردن
  کار
  کردار
  منداڵیەتی
  هەل
  سەیرکردن
  سینگ
  بە کرێگرتن
  رێز
  کەم
  موو
  یاسازان
  هەرا
  پەیداکردن
  لا‌
  مەنجەڵ
  ئامراز
  جەژن
  وەرز
  بەچکە بەراز
  قۆپیکردن
  خوێندنگا
  سنوورداری
  نەخۆشی
  ئەکزۆز ئوتۆمۆبیل
  قەڵش
  شەڕەهەرا
  دۆڵ
  ئەستوونی راگڕ
  شیرینی
  شیرین
  هەڵدەستێنێت
  ئاهەنگی هاوسەرگیری
  شیکردنەوە
  قایمکردن
  کارامەیی
  لێزانی
  دارەڕا
  بۆگەڕان
  بەڵگه
  کڕین
  توخم
  یەکەم
  سامان
  دەسەڵات پێدان
  سەرکەشی
  تەواو
  لوولە
  هێواش جوڵاندن
  هێما
  دیمەن
  شەشپاڵو
  بانگهێشت کردن
  بە چاوی سووک سەیری دەکات
  پیاسەدەکا
  لێکخشان
  قنگ
  کاردار
  ئاوسی
  نهێنی
  یەدەک
  سا
  ئاسانی
  بێ‌فیز
  هەبوون
  هەبوون
  بۆ گێڕانەوەی بەسەرهات
  سەرپێچی
  بارودۆخ
  ژنومێردی
  زیان
  کەموکورتی
  سی
  روناکبیر
  ژیری
  راتەکانی دەروونی
  منداڵ
  باوبۆران
  چەمک
  دابەزین
  ڕێچکە
  نکوڵی دەکا
  شەقام
  پێزانین
  تەنک
  فاکت
  هاتن
  دژرابەر
  زانستی ڕامیاری
  شۆردن
  پێشنیارکردن
  دوودڵبوون
  سرپ
  ئەندیشه
  ژماره
  دەر کردن
  هەتاو
  ر‌ووبار
  روو
  بێ‌تاوان دەرچوون
  شیان
  پەروەردەکردن
  سیاسەتوان
  گواستنەوە
  راپاڵدانی
  دەستبەسەری
  خێمە
  پزیشکی
  وێنا دەكات
  وێنا دەكات
  پڕدەنگەدەنگ
  هەواڵ
  دامەزراندن
  دەسگیرکردن
  بەدەست هێنان
  هەڵسووراندن
  سنووردارکردن
  هەڵوەشاندنەوه بۆ ماوەێک
  بەجێ هێشتن
  سەیردەکات
  هەڵ
  خواردن پێدان
  پێناسه
  هەواڵدەگەیەنێ
  جووت
  ئەنجومەن
  سەرنج
  تەپک
  شێوە
  هەڵبژاردن
  قۆناغ
  کچ
  دووەم
  دووبارەکردنەوە
  جووت
  بەربەرەکانیکار
  هەنگوین
  باوەربەخۆبوون
  خۆشی
  ناوەرۆک
  کێوی
  دەخڵودان
  نیشانە
  دادگەری
  ڕاست
  نه‌نک
  نه‌نک
  ناونان
  پرس
  دەرئەنجام
  ناسینەوە
  جێگا
  دەستبەسەر گرتن
  هەڵگیراو
  هەوڵ
  راماڵین
  داوا
  ئامادەکردن
  وەنەوز
  نوستن
  مەزەندەکردن
  قەرەباڵغی
  پاداشت دانەوە
  مەترسی
  ژن
  پشتگوێ دەخات
  خاک
  خۆتوش کردن
  ئەڤین
  بوونەوەر
  رێکەوت
  خودا
  یەزدان
  مێز
  دەورەدان
  دواخستن
  گوناهـ
  ماڵ
  تۆمارکردن
  جی
  گژوگیا
  پاسەوان
  چیرۆک
  دادوەر
  کەوانه
  پەڕە
  دەستاڕ
  گرتە
  هەڵاتن
  بۆڕی
  وەدەست خستنەوە
  شێوە
  دەوەن
  هەوکردن
  گڵۆپ
  پشکنین
  چاکسازی
  ڕاستکاری
  ژێدەر
  تەرم
  ئاهەنگ
  لادان
  گۆڕان
  بەش کردن
  بۆشایی:جێی بەتاڵ
  رەگەز
  سەرچوون
  شەکانەوە
  سوێند خواردن
  جلوبەرگ
  ئێشکردن و ماندووبوون
  ئاژەڵ
  بەرد
  گۆڵنامه
  کۆتای دێت
  قەراخ
  تەلەفۆن
  هۆڵ
  پیشەزانی
  تەڕ
  کاروباری ماڵیی
  تەڵەزم
  چێو
  زنار
  سەر
  دەستە
  جیاوازە
  تێکەڵ کردن
  پێشبڕکێ کەر
  وێرانکردن
  تێگەیشتن
  بیرکردنەوە
  لێدوان
  ئاخنین
  ترس
  پاوده ر
  زانست
  تۆپانێ
  گۆ
  کانزا
  پرسیارکردن
  پشکنین
  تانک
  پەرۆش
  گومبەت
  پەتا
  وێنەکردن
  دووڕیان
  دۆزینەوە
  دامەزران
  دەست دەکەوێت
  کڵۆ
  دوژمنکاری
  لق
  غەم
  قووتدان
  فایل
  لاجانگ
  دەرخستن
  دابەشکردن
  بەرهەمهێنان
  پیشانبدە
  به‌هێزکردنی زه‌وی
  شێخ
  کوشتار
  گوێڕەیەڵی
  دابینکەر
  نوێنەرایەتی کردن
  پێڵاو
  مێروو
  پێ ووتن
  زمانگیران
  بریقەدارکردن
  مس
  چین
  بەرگر
  بەهێزترکردن
  هەنگاو
  کۆمەککردن
  بۆدواوە
  گوورزە
  مانەوە
  پلە
  قۆپچە
  فۆسیل
  پیت
  راڕەو
  هێشتنەوە
  مشەخۆر
  پارەدانەوە
  هۆشیاری
  زانین
  بایی
  فڕۆکەخانە
  دەروازە
  پێشاندان
  سەرپۆش
  بەرە
  بەرەنگاربوونەوە
  بەرەنگاربوونەوە
  بەرنامە
  بەرەو ڕوو دەوەستێت
  پاڵتۆ
  ئەدگار
  شەڕکردن
  یەکسانبوون
دانەوێڵه
  بەدبەختی
  بڕیاردان
  پاسەوان
  زەین
  داهێنان
  ڕاهێنان
  هێنان
  فەرمان
  بیانی
  دڵنیایی
  بێ ئاگایی
  کەری
  ئاسمان
  ئاکام گرتن
  پێشنیار
  هۆ
  زیندەوەر
ئیش وه‌رگرتنی ئیشێکی کاتی
  پایان
  ژێر
  رۆژنامە
  هەڵبژاردە‌
  کۆ
  لە برسان مردن
  هەڵگرتن
  هەڤاڵ
  هاوڕێ
  منداڵ
  ئەتۆم
  خولەک
  بینین
  بەها
  باوەڕکردن
  باسکردنی که‌سێک له‌ پاشمله‌
  بەفری توند(ی کوتوپڕ و کورتخایەن)
  باڵکۆن
  گەرماو
  داخوازی
بەشی خوارووی سەردێڕ
  روو‌‌بەر
  تەرازوو
  ترس
  پاڵەوان
  گەورە
  شارۆچکە
  مەی
  یارد
  عەشق
  دەر‌خوارده
  هی کێ
  زمان
  پەرلەمان
  ئەگەری
  رۆمانی ئەڤینی
  ئەستێرە
  مل
  بۆن
  کار
  تەقەمەنی
  شورەیی
  پەیمانگا
  کرێکار
  خه‌فه‌ت
  سکێلەت
  ئاسن
  نموونەی بێ‌خەوش
  ئامبوڵانس
  ئاهەنگی مۆسیقا
  ئامێر
  ئاسانکاری
  گۆڵ
  بەهارات
  خراپترکردن
  لا
  ژن
  درووستکردن
  دەرخستن
  دەرخستن
  درکاندنی نهێنی
  بەهەشت
  لەمپەر
  راوڕ
  زایەندیەتی
  خه‌م و خه‌فه‌ت پێدان
  ئەزیەت
  ئێش
  نەخۆشی
  چناکه
  عبری
  یەن
  تێکەڵبوون
  یەکگرتن
  یەککردن
  هاوچەشن
  وەڵام
  وەڵام
  توندێتی
  وچان
  ڕاهێنان
  پێویستی
  شێوە
  بوژاندنەوە
  ووردەکار
  گەرد
  خاک
  دەڕوخێنێ
  دیالۆگ
  گفتوگۆ
  وادەرکەوتن
  قەرزکردن
  وادانین
  گریمانه
  مانگ
  شکۆ
  دەترشێت
  ‌نیشانه
  تێکۆشان
  ئاگادارکردن
  هەنگاو
  تەپۆڵکه
  زۆربوون
  گواستنەوەی دەریایی
  تەواو
  لەرزین
  هەڵدەستێ
  سەوزەڵاتی
  تاوانباربوون
  هەستکردن
  کارتێ کردن
  پێدەزانێت
  قوڕ
  هەماهەنگی
  دەشێوێنێ
دەرزیی
  گەرم کەر
  کوشن
  خەمڵاندن
  نیشانی دەکات
  هێڵی یەکسانی زەوی
  هێلکە
  جە‌خت
  هەڵمەت
  هۆ
  سۆنگه
  ژیری
  بیر
  میوانخانە
  ئاگادارکردن
  دروستکردن
  پاز ده‌دات
  بیر
  لینز
  دابەش کردن
  گریان
  هێوەژ
  ئاوێنە
  هەڵسەنگاندن
  قێر
  پەککەوتوو
  کەمی
  ئاڵا
  جۆری ژینگه
  رێژە
  نێر
  شاند
  کەرە
  لێژایی
  رێباز
  نوێژکەر
  خۆتۆمارکردن
  ناوەکی هەساره
  هەرێم
  توێڵ
  ناوەخن
  ڕازی کەر
  ناو
  پێناس
  باو
  ناسک
  رکابەر
  هەناردن
  پۆست
  بینێرە
  ناڕاست
  ساخته‌کردن
  تاڵی دەچێژێ
  مەلە
  ئامێر
  کاروبار
  تێبەر
  خەڵک
  چەکووش
  گۆزینک
  بەر
  می
  کوێر باوه‌ڕی
  جاز
  یەکە
  مێشک
  مۆسیقا
  مووچرکە
  گیره‌
  کوڕ
  منگەمنگ کردن
  بۆڵەبۆڵ دەکات
  ڕیزبەند
  جرج
  مرۆڤ
  حاشایەتی
  بایەخداری
  مامناوەندی
  شوێن
  چوونەژوورەوە
  مۆرفین
  کیمیایی
  ماچ
  ماتۆڕ
  بیرکاری
  زەرکەشکردن
  لەبیرچوون
  هێز
  نزیک
  دوورگه
  بەکار دێنێ
  سەری دەبڕێ
  ڕێگر
  برین پێچ
  سوپا
  نیانی
  خۆشی
  لەرزە
  لەکیس دان
  دابەشکردن
  ڕوونووس
  خوێندنەوە بەدەنگی بەرز
  تنۆلێگ ئاو
  سنوور
  توانا
  شیکردنەوە
  دڵ تەپە تەپ کردن
  پێچانەوە
  گومەزی یان قەڵای نووکتێژی سەرەوەی باڵەخانه
  پەلک
  سڕینەوه
  زیاندەگەیەنێ
  پارۆدی
  بالغ
  بەدەست هێنان
  ئاڵوگۆڕکردن
  لاوی
  یاری
  گێژ
  ئابڵوقەدان
  نەتەوە
  گرمەی بازرگانی
  گەشە
  شکۆفەکردن
  پەرەسەندن
  زەوی دەکێڵێ
  قامیشەڵان
  گەڕانەوە بۆ ماڵەوە
  گەڕاندنەوە
  ناق
  قوڕگ
  مۆلیکول
  فڕۆکەخانە
  زگ
  گیر بوون
  رووەک
  کەر
  بەرخ
  لەبریدانان
  گۆڕان
  گۆڕین
  گۆرین
  تاوان
  تاوان
  تاوان
  بەگومان
  گوڵی سور
  که‌سێک که‌ گونجاو نه‌بێت
  زۆربوون
  گیا
  وادانان
  گرین
  ڕێکەوتننامە
  گرێ
  بایەخدار
  بۆڵه‌بۆڵ کردن
  بەندیخانە
  ڕاگرتن
  دادخوازی
  كابان
  بڤز
  لاوازی
  لووتکە
  بچووک کردنەوە
  سپۆرتی (ڕێک و پێکی جل وبەرگ)
  خزم
  پێکهاتە
  کەروێشکی کێوی
  پارچەپارچەبوون
  بەش
  لووت
  قفل
  کەروێشک
  کۆیلەداری
  رێکەوتننامه
  سیندیکا
  کۆمەڵگا
  بژمێر
  سێو
  قیبلەنما
  هەڵگرتن
  ژماردن
  چنینه‌وه‌
  قاوە
  خوێندن
  قووڵایی
  نابینا
  شارەوان
  نەغنا
  کورسی
  کورتیلەچیرۆک
  چوارشەممە
  سه‌خافه‌ت
  کشتوکاڵی
  شفرەکردن
  کرتە
  کراوەیە
  دادەمرکێنێ
  پەڕە
  ئەلکتریسیته(جۆرێک وزه)
  چنین
  کارگە
  هۆکار
  لێهاتووی
  ئیش
  گواستنەوە
  شەکر
  باریک
  کوشتارگە
  لێوار
  چارەنووس
  حەزلێ نەکردن
  ڕق
  قونکە جگەرە
  دەماری هەڵدەسەتێنێ
  قۆرخکردن
  دوگمە
  له‌نگه‌ر
  سوری تێر
  یاریکردن
  ئەلکالی
  قەڵاچۆکردن
